,회사명,종목코드,업종,상장일,최근일 거래량
1545,콤텍시스템,031820,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",1997-02-12,1280724.0
1546,태경비케이,014580,"시멘트, 석회, 플라스터 및 그 제품 제조업",1991-03-07,498248.0
1547,티웨이항공,091810,항공 여객 운송업,2018-08-01,283425.0
1548,퍼스텍,010820,무기 및 총포탄 제조업,1989-05-10,1352343.0
1549,포스코인터내셔널,047050,상품 중개업,2001-03-23,589316.0
1550,하이골드3호,153360,운송장비 임대업,2012-05-04,13080.0
1551,한국ANKOR유전,152550,신탁업 및 집합투자업,2012-03-08,34340.0
1552,한국내화,010040,"내화, 비내화 요업제품 제조업",2000-10-16,277620.0
1553,한국주철관공업,000970,1차 철강 제조업,1969-12-12,162484.0
1554,한국콜마,161890,기타 화학제품 제조업,2012-10-19,321861.0
1555,한국화장품,123690,생활용품 도매업,2010-06-01,228348.0
1556,한라,014790,토목 건설업,1994-08-12,382112.0
1557,한미반도체,042700,특수 목적용 기계 제조업,2005-07-22,453580.0
1558,한섬,020000,봉제의복 제조업,1996-07-03,210414.0
1559,한세실업,105630,봉제의복 제조업,2009-03-20,421851.0
1560,한솔홈데코,025750,제재 및 목재 가공업,2003-11-04,1919015.0
1561,한올바이오파마,009420,의약품 제조업,1989-12-18,1555637.0
1562,한화손해보험,000370,보험업,1975-06-30,989474.0
1563,핸즈코퍼레이션,143210,자동차 신품 부품 제조업,2016-12-02,24452.0
1564,현대오토에버,307950,소프트웨어 개발 및 공급업,2019-03-28,62096.0
1565,화승엔터프라이즈,241590,신발 및 신발 부분품 제조업,2016-10-04,1213085.0
1566,화인베스틸,133820,1차 철강 제조업,2014-07-22,778145.0
1567,화천기계,010660,특수 목적용 기계 제조업,1988-12-12,900606.0
1568,효성중공업,298040,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2018-07-13,1490803.0
1569,효성첨단소재,298050,화학섬유 제조업,2018-07-13,265175.0
1570,후성,093370,기초 화학물질 제조업,2006-12-22,1585328.0
1571,휠라홀딩스,081660,생활용품 도매업,2010-09-28,942315.0
1572,휴스틸,005010,1차 철강 제조업,1973-06-29,27678.0
1573,3S,060310,특수 목적용 기계 제조업,2002-04-23,284162.0
1574,EMW,079190,통신 및 방송 장비 제조업,2005-11-29,0.0
1575,JYP Ent.,035900,오디오물 출판 및 원판 녹음업,2001-08-30,650329.0
1576,RFHIC,218410,통신 및 방송 장비 제조업,2015-06-30,404428.0
1577,강원,114190,"구조용 금속제품, 탱크 및 증기발생기 제조업",2009-11-20,0.0
1578,경남제약,053950,의약품 제조업,2001-11-06,471961.0
1579,고려신용정보,049720,기타 사업지원 서비스업,2002-01-31,140636.0
1580,광진실업,026910,1차 철강 제조업,1996-01-03,57384.0
1581,그린플러스,186230,1차 비철금속 제조업,2019-08-07,328827.0
1582,기산텔레콤,035460,통신 및 방송 장비 제조업,1999-11-18,565154.0
1583,나무기술,242040,소프트웨어 개발 및 공급업,2016-09-07,910754.0
1584,나이스디앤비,130580,기타 사업지원 서비스업,2011-12-22,101918.0
1585,네패스,033640,반도체 제조업,1999-12-14,850805.0
1586,대동금속,020400,금속 주조업,1993-07-30,3143.0
1587,대림제지,017650,기타 종이 및 판지 제품 제조업,1994-11-07,1441400.0
1588,대신밸런스제6호스팩,307750,금융 지원 서비스업,2018-12-19,608.0
1589,대신정보통신,020180,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",1995-10-06,1413996.0
1590,더블유에프엠,035290,"서적, 잡지 및 기타 인쇄물 출판업",1999-12-07,0.0
1591,동국알앤에스,075970,기타 비금속 광물제품 제조업,2004-02-13,418656.0
1592,동우팜투테이블,088910,"도축, 육류 가공 및 저장 처리업",2006-06-23,290429.0
1593,동운아나텍,094170,반도체 제조업,2015-06-30,506777.0
1594,디아이티,110990,특수 목적용 기계 제조업,2018-08-07,83162.0
1595,디에이치피코리아,131030,의약품 제조업,2010-12-03,215694.0
1596,디케이락,105740,일반 목적용 기계 제조업,2010-11-12,171567.0
1597,디케이티,290550,전자부품 제조업,2018-12-21,155295.0
1598,라온시큐어,042510,소프트웨어 개발 및 공급업,2001-01-03,2832775.0
1599,리노스,039980,"섬유, 의복, 신발 및 가죽제품 소매업",2002-08-13,528234.0
1600,리더스 기술투자,019570,신탁업 및 집합투자업,1989-03-14,319600.0
1601,마이크로컨텍솔,098120,전자부품 제조업,2008-09-23,337920.0
1602,메가스터디,072870,"서적, 잡지 및 기타 인쇄물 출판업",2004-12-21,180525.0
1603,메지온,140410,자연과학 및 공학 연구개발업,2012-01-20,184739.0
1604,모다이노칩,080420,"섬유, 의복, 신발 및 가죽제품 소매업",2005-12-06,108871.0
1605,미디어젠,279600,소프트웨어 개발 및 공급업,2019-11-05,74879.0
1606,미래나노텍,095500,플라스틱제품 제조업,2007-10-01,79298.0
1607,미래테크놀로지,213090,소프트웨어 개발 및 공급업,2015-12-01,4120.0
1608,바이오리더스,142760,자연과학 및 공학 연구개발업,2016-07-07,264316.0
1609,바이오빌,065940,기초 화학물질 제조업,2003-01-07,0.0
1610,뷰웍스,100120,의료용 기기 제조업,2009-04-10,177098.0
1611,브레인콘텐츠,066980,기타 정보 서비스업,2003-01-17,1842563.0
1612,블루콤,033560,영상 및 음향기기 제조업,2011-01-26,306460.0
1613,비에이치,090460,전자부품 제조업,2007-01-26,2050078.0
1614,비츠로테크,042370,기타 금융업,2000-08-03,239923.0
1615,비피도,238200,기타 식품 제조업,2018-12-26,32639.0
1616,빅텍,065450,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",2003-02-05,13591676.0
1617,삼강엠앤티,100090,1차 철강 제조업,2008-08-01,246654.0
1618,삼보산업,009620,1차 비철금속 제조업,1993-12-07,538365.0
1619,삼성머스트스팩3호,309930,금융 지원 서비스업,2018-12-20,0.0
1620,삼표시멘트,038500,기타 비금속 광물제품 제조업,2001-02-01,545635.0
1621,상상인이안1호스팩,307870,금융 지원 서비스업,2018-12-12,1136.0
1622,서부T&D,006730,일반 및 생활 숙박시설 운영업,1995-10-06,303545.0
1623,선광,003100,기타 운송관련 서비스업,1999-12-21,22710.0
1624,세미콘라이트,214310,반도체 제조업,2015-06-25,1189397.0
1625,세진티에스,067770,전자부품 제조업,2004-01-09,32760.0
1626,세화피앤씨,252500,기타 화학제품 제조업,2016-11-02,4380765.0
1627,셀리드,299660,자연과학 및 공학 연구개발업,2019-02-20,321184.0
1628,소리바다,053110,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",2001-10-09,1102147.0
1629,수젠텍,253840,의료용품 및 기타 의약 관련제품 제조업,2019-05-28,3479447.0
1630,스킨앤스킨,159910,기타 화학제품 제조업,2012-12-27,1029999.0
1631,신한제4호스팩,277480,금융 지원 서비스업,2017-10-20,0.0
1632,신화콘텍,187270,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2014-08-08,38203.0
1633,쌍용정보통신,010280,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",2000-04-14,433920.0
1634,쎄니트,037760,1차 철강 제조업,2000-04-07,465631.0
1635,씨씨에스,066790,텔레비전 방송업,2003-05-30,0.0
1636,씨엔플러스,115530,전자부품 제조업,2011-11-02,0.0
1637,아시아경제,127710,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",2015-07-31,79881.0
1638,아이디스홀딩스,054800,기타 전문 서비스업,2001-09-27,8310.0
1639,아이쓰리시스템,214430,전자부품 제조업,2015-07-30,160894.0
1640,아주IB투자,027360,기타 금융업,2018-11-21,1223171.0
1641,안국약품,001540,의약품 제조업,2000-06-15,189021.0
1642,안트로젠,065660,기타 전문 도매업,2016-02-15,410376.0
1643,알톤스포츠,123750,그외 기타 운송장비 제조업,2010-07-02,202439.0
1644,알파홀딩스,117670,반도체 제조업,2010-09-17,280098.0
1645,압타바이오,293780,자연과학 및 공학 연구개발업,2019-06-12,1566922.0
1646,야스,255440,특수 목적용 기계 제조업,2017-09-29,229028.0
1647,에스맥,097780,통신 및 방송 장비 제조업,2008-01-23,10531323.0
1648,에스모,073070,자동차 신품 부품 제조업,2004-01-28,5190401.0
1649,에스에너지,095910,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2007-10-16,2201319.0
1650,에스에이티,060540,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",2006-11-28,333871.0
1651,에스엔유,080000,특수 목적용 기계 제조업,2005-01-25,323733.0
1652,에스엠코어,007820,일반 목적용 기계 제조업,2011-11-08,366271.0
1653,에스티오,098660,봉제의복 제조업,2009-04-17,29916.0
1654,에이앤티앤,050320,기계장비 및 관련 물품 도매업,2002-01-15,0.0
1655,에이에프더블류,312610,일차전지 및 축전지 제조업,2019-07-01,172981.0
1656,에이테크솔루션,071670,특수 목적용 기계 제조업,2009-04-17,130197.0
1657,에코마이스터,064510,특수 목적용 기계 제조업,2018-03-15,409501.0
1658,에프엔씨엔터,173940,창작 및 예술관련 서비스업,2014-12-04,95827.0
1659,엘비세미콘,061970,반도체 제조업,2011-01-31,4081612.0
1660,엠에스씨,009780,기타 식품 제조업,1993-10-12,12666.0
1661,엠젠플러스,032790,기계장비 및 관련 물품 도매업,1997-06-26,0.0
1662,오디텍,080520,반도체 제조업,2007-10-08,112590.0
1663,오로라,039830,전문디자인업,2001-01-03,119307.0
1664,오킨스전자,080580,전자부품 제조업,2014-12-24,42396.0
1665,와이엔텍,067900,폐기물 처리업,2005-12-23,487525.0
1666,와이오엠,066430,기타 전문 도매업,2002-12-24,364911.0
1667,와이지엔터테인먼트,122870,오디오물 출판 및 원판 녹음업,2011-11-23,409782.0
1668,우주일렉트로,065680,전자부품 제조업,2004-01-02,413085.0
1669,우진비앤지,018620,의약품 제조업,2008-05-20,891565.0
1670,웹케시,053580,소프트웨어 개발 및 공급업,2019-01-25,55865.0
1671,위니아딤채,071460,가정용 기기 제조업,2016-07-14,428527.0
1672,위지윅스튜디오,299900,"영화, 비디오물, 방송프로그램 제작 및 배급업",2018-12-20,1509607.0
1673,윈스,136540,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",2011-05-02,228083.0
1674,유라테크,048430,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2001-01-11,121757.0
1675,유앤아이,056090,의료용 기기 제조업,2015-11-12,32914.0
1676,유틸렉스,263050,기초 의약물질 및 생물학적 제제 제조업,2018-12-24,278991.0
1677,이그잭스,060230,전자부품 제조업,2002-06-25,4664359.0
1678,이니텍,053350,소프트웨어 개발 및 공급업,2001-11-15,82842.0
1679,이더블유케이,258610,"구조용 금속제품, 탱크 및 증기발생기 제조업",2017-08-22,317774.0
1680,이지바이오,353810,동물용 사료 및 조제식품 제조업,2020-06-05,3281309.0
1681,이테크건설,016250,건물 건설업,1999-12-28,17207.0
1682,인바디,041830,의료용 기기 제조업,2000-12-14,159446.0
1683,인산가,277410,기타 식품 제조업,2017-09-29,551704.0
1684,인지디스플레,037330,전자부품 제조업,1999-12-14,280096.0
1685,인콘,083640,통신 및 방송 장비 제조업,2005-12-27,2235289.0
1686,인크로스,216050,광고업,2016-10-31,191183.0
1687,인터엠,017250,영상 및 음향기기 제조업,1996-01-03,113188.0
1688,일지테크,019540,자동차 신품 부품 제조업,1992-11-03,407095.0
1689,자안,221610,기타 화학제품 제조업,2016-01-27,4849226.0
1690,제이엠아이,033050,기록매체 복제업,1997-08-18,684541.0
1691,조이맥스,101730,소프트웨어 개발 및 공급업,2009-06-03,34744.0
1692,지노믹트리,228760,의료용품 및 기타 의약 관련제품 제조업,2019-03-27,382357.0
1693,지니틱스,303030,반도체 제조업,2018-08-30,979243.0
1694,진로발효,018120,알코올음료 제조업,1993-12-29,7764.0
1695,체리부로,066360,"도축, 육류 가공 및 저장 처리업",2017-12-04,284514.0
1696,컴투스,078340,소프트웨어 개발 및 공급업,2007-07-06,49858.0
1697,케이디켐,221980,기타 화학제품 제조업,2015-11-19,3021.0
1698,케이씨티,089150,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",2006-12-13,44171863.0
1699,케이피에스,256940,특수 목적용 기계 제조업,2017-09-06,418307.0
1700,코디,080530,기타 화학제품 제조업,2010-01-05,430754.0
1701,코리아에스이,101670,"구조용 금속제품, 탱크 및 증기발생기 제조업",2008-07-15,138022.0
1702,코스나인,082660,통신 및 방송 장비 제조업,2005-10-05,219353.0
1703,코아스템,166480,의약품 제조업,2015-06-26,327652.0
1704,큐렉소,060280,기타 상품 전문 소매업,2002-07-03,396135.0
1705,큐로컴,040350,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",2002-01-10,601032.0
1706,큐브앤컴퍼니,043090,기타 전문 도매업,2001-10-11,351751.0
1707,크리스탈,083790,자연과학 및 공학 연구개발업,2006-01-06,2454630.0
1708,태양,053620,기타 금속 가공제품 제조업,2001-08-07,17067.0
1709,테라젠이텍스,066700,의약품 제조업,2004-05-27,2522646.0
1710,테크윙,089030,특수 목적용 기계 제조업,2011-11-10,772675.0
1711,티엘아이,062860,반도체 제조업,2006-07-25,51247.0
1712,티움바이오,321550,자연과학 및 공학 연구개발업,2019-11-22,3881405.0
1713,파인테크닉스,106240,통신 및 방송 장비 제조업,2009-03-16,1796934.0
1714,팜스빌,318010,기타 식품 제조업,2019-10-22,92245.0
1715,팬스타엔터프라이즈,054300,일반 목적용 기계 제조업,2002-01-10,586716.0
1716,펄어비스,263750,소프트웨어 개발 및 공급업,2017-09-14,62766.0
1717,평화정공,043370,자동차 신품 부품 제조업,2001-12-13,80271.0
1718,포메탈,119500,기타 금속 가공제품 제조업,2010-09-17,264623.0
1719,포스코 ICT,022100,"건축기술, 엔지니어링 및 관련 기술 서비스업",2000-11-28,609612.0
1720,플레이위드,023770,소프트웨어 개발 및 공급업,1994-11-07,167255.0
1721,피씨엘,241820,의료용품 및 기타 의약 관련제품 제조업,2017-02-23,306040.0
1722,피피아이,062970,통신 및 방송 장비 제조업,2019-12-26,644892.0
1723,하나금융13호스팩,320000,금융 지원 서비스업,2019-09-18,583201.0
1724,하나금융9호스팩,261200,금융 지원 서비스업,2017-06-26,239362.0
1725,하이제4호스팩,317240,금융 지원 서비스업,2019-04-29,517.0
1726,한국제8호스팩,310870,금융 지원 서비스업,2018-12-20,2006.0
1727,한류타임즈,039670,"서적, 잡지 및 기타 인쇄물 출판업",2004-01-16,0.0
1728,한솔인티큐브,070590,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",2004-01-08,288160.0
1729,한스바이오메드,042520,의료용품 및 기타 의약 관련제품 제조업,2009-10-09,282876.0
1730,한창산업,079170,1차 비철금속 제조업,2005-02-01,18587.0
1731,한컴MDS,086960,소프트웨어 개발 및 공급업,2006-09-26,102506.0
1732,한화에스비아이스팩,317320,금융 지원 서비스업,2019-05-03,165585.0
1733,한화에이스스팩4호,279410,금융 지원 서비스업,2017-11-27,38745.0
1734,해덕파워웨이,102210,선박 및 보트 건조업,2009-05-21,0.0
1735,현대공업,170030,자동차 신품 부품 제조업,2013-12-04,491957.0
1736,화신정공,126640,자동차 신품 부품 제조업,2010-08-31,454909.0
1737,휴마시스,205470,의료용품 및 기타 의약 관련제품 제조업,2014-12-01,4841608.0
1738,휴비츠,065510,의료용 기기 제조업,2003-10-31,118838.0
1739,흥국,010240,특수 목적용 기계 제조업,2009-05-12,169435.0
